montant_cible,duree_mois,wallet_solde,total_contributions,nb_contributions,pct_progres,avg_contrib,freq_contrib_mois,jours_depuis_debut,jours_sans_contrib,reste_a_atteindre,ratio_solde_cible,atteint,pct_final_predit,jours_restants
2007.99,3,8238.82,2007.99,17,100.0,466.06,2.2321,716,125,0.0,4.103,1,77.82,3.6
1641.24,24,3866.16,1414.21,7,86.17,202.03,3.3753,707,38,227.03,2.3556,1,73.36,11.8
4514.89,3,7778.56,4514.89,25,100.0,419.06,0.5972,108,32,0.0,1.7229,1,68.28,0.0
394.49,3,9648.32,394.49,16,100.0,424.32,3.2208,603,186,0.0,24.4577,1,78.8,30.0
3505.36,6,2117.29,1394.12,7,39.77,199.16,3.4657,596,17,2111.24,0.604,1,40.8,0.0
4622.26,12,5280.96,1940.1,6,41.97,323.35,0.6877,895,183,2682.16,1.1425,0,33.66,355.7
5285.24,6,2942.67,1907.62,29,36.09,65.78,3.4212,861,56,3377.62,0.5568,1,48.94,0.0
2184.07,12,7949.26,418.62,6,19.17,69.77,3.9667,201,95,1765.45,3.6397,0,35.53,203.3
4963.29,24,5818.17,86.72,2,1.75,43.36,2.9347,334,47,4876.57,1.1722,0,8.88,730.0
841.66,12,6382.37,0.0,0,0.0,0.0,0.0,735,41,841.66,7.5831,0,1.77,730.0
5109.42,24,7999.35,673.53,3,13.18,224.51,3.9782,836,26,4435.89,1.5656,0,42.77,146.5
939.43,9,4020.11,939.43,24,100.0,283.06,2.4614,476,73,0.0,4.2793,1,78.55,0.0
2504.27,9,9159.39,1080.48,4,43.15,270.12,1.3008,376,109,1423.79,3.6575,0,34.96,115.2
4824.31,12,5376.99,0.0,0,0.0,0.0,0.0,327,179,4824.31,1.1146,0,0.0,730.0
1069.52,12,1663.75,1069.52,14,100.0,345.19,2.4965,153,169,0.0,1.5556,1,82.39,20.3
1529.66,24,6989.4,1529.66,4,100.0,384.08,2.3667,393,31,0.0,4.5693,1,75.85,5.9
4389.06,6,7953.29,324.24,12,7.39,27.02,1.0892,225,25,4064.82,1.8121,0,16.45,722.3
4376.21,24,3235.94,836.36,7,19.11,119.48,3.0497,370,24,3539.85,0.7394,0,27.43,291.2
3918.66,6,8586.07,2536.45,7,64.73,362.35,0.4185,333,74,1382.21,2.1911,1,46.29,0.0
4224.9,9,9070.82,822.32,4,19.46,205.58,3.7047,24,22,3402.58,2.147,0,34.65,157.9
3347.8,3,2841.35,3347.8,27,100.0,337.99,1.3707,226,56,0.0,0.8487,1,81.0,0.0
1660.43,12,9836.86,1492.32,8,89.88,186.54,0.5983,501,179,168.11,5.9243,1,64.06,18.5
2205.04,6,1493.04,0.0,0,0.0,0.0,0.0,556,125,2205.04,0.6771,0,6.94,719.4
1253.27,24,2099.96,288.51,3,23.02,96.17,0.2656,192,86,964.76,1.6756,0,17.1,730.0
5469.01,9,1923.83,287.9,2,5.26,143.95,2.77,279,30,5181.11,0.3518,0,19.19,398.3
3583.67,6,8950.5,310.6,1,8.67,310.6,3.6206,476,63,3273.07,2.4976,0,27.17,72.3
2524.94,24,6577.5,1595.44,7,63.19,227.92,3.3653,879,198,929.5,2.605,1,57.41,0.0
2879.63,12,1605.83,2879.63,22,100.0,391.67,0.5967,621,32,0.0,0.5577,1,71.24,14.2
5694.24,12,4459.2,3433.92,8,60.31,429.24,0.5925,528,1,2260.32,0.7831,1,47.3,0.0
1089.44,18,6191.45,279.99,1,25.7,279.99,3.2724,551,17,809.45,5.6831,0,36.9,26.9
3600.13,3,926.29,3600.13,13,100.0,383.97,3.7046,476,174,0.0,0.2573,1,91.5,0.0
3134.15,18,8835.92,2175.03,13,69.4,167.31,1.8966,314,160,959.12,2.8192,1,64.41,35.2
3746.43,9,8055.68,657.57,3,17.55,219.19,2.046,153,83,3088.86,2.1502,0,24.5,245.3
305.04,6,5101.55,305.04,29,100.0,362.13,1.3412,120,34,0.0,16.7242,1,77.35,29.3
5258.32,9,9674.55,1026.9,5,19.53,205.38,3.5876,241,178,4231.42,1.8399,1,37.93,0.0
5606.29,24,4235.83,3024.8,10,53.95,302.48,2.6151,700,113,2581.49,0.7555,1,48.85,0.0
3477.77,12,9842.69,217.96,2,6.27,108.98,1.2242,593,145,3259.81,2.8302,0,21.96,714.4
4240.57,18,6712.41,2155.23,7,50.82,307.89,1.2653,731,109,2085.34,1.5829,0,37.74,191.3
5550.5,18,6383.25,867.06,2,15.62,433.53,3.5757,741,87,4683.44,1.15,0,32.06,109.3
